Date,return
2005-02-28,-0.0037139259068611485
2005-03-31,-0.009742436630935658
2005-04-30,0.017229500512813134
2005-05-31,0.008274642531100662
2005-06-30,0.008762751257032297
2005-07-31,-0.010354898215014896
2005-08-31,0.011814980535470587
2005-09-30,-0.009364498375562191
2005-10-31,-0.009909720851859372
2005-11-30,0.003745335230654012
2005-12-31,0.011342097651894312
2006-01-31,-0.0005967435160709744
2006-02-28,0.0016076701607348198
2006-03-31,-0.008674165430606728
2006-04-30,-0.0014899730420878665
2006-05-31,-0.0019858373950381036
2006-06-30,-0.0016087022413580065
2006-07-31,0.01388960809799955
2006-08-31,0.015908802180974124
2006-09-30,0.01011603123739202
2006-10-31,0.00685729979617844
2006-11-30,0.010618686157139123
2006-12-31,-0.006004466614553228
2007-01-31,-0.0007017927382680922
2007-02-28,0.016253604618932993
2007-03-31,-0.0019508705285538053
2007-04-30,0.005897641664093012
2007-05-31,-0.009173715332740584
2007-06-30,-0.003766539885043718
2007-07-31,0.010730255782195774
2007-08-31,0.012793960118515635
2007-09-30,0.006330052617533832
2007-10-31,0.010079453257035853
2007-11-30,0.018034851615108538
2007-12-31,-9.289949205892878e-05
2008-01-31,0.02312901498704356
2008-02-29,-0.0015999113280837918
2008-03-31,0.0012967022798275885
2008-04-30,0.0032758323811508117
2008-05-31,-0.012652017415488603
2008-06-30,-0.0018491704098786421
2008-07-31,0.003939499929451973
2008-08-31,0.007418813720853956
2008-09-30,-0.01759651023027564
2008-10-31,-0.0228110670093431
2008-11-30,0.030242787625964995
2008-12-31,0.06662413067628892
2009-01-31,-0.019865858403216086
2009-02-28,-0.01055385484818161
2009-03-31,0.011030105506377952
2009-04-30,0.005152314361333676
2009-05-31,0.0070978219102790785
2009-06-30,0.004206365530538436
2009-07-31,0.012691104215402538
2009-08-31,0.012202108191661898
2009-09-30,0.011882348097434381
2009-10-31,0.002218151843071503
2009-11-30,0.012863293901721695
2009-12-31,-0.018812369402955276
2010-01-31,0.014148712314482115
2010-02-28,0.0019839958281919756
2010-03-31,-6.757518254463246e-05
2010-04-30,0.009732858396600541
2010-05-31,0.010824128417117329
2010-06-30,0.017687379282954607
2010-07-31,0.008547459062906881
2010-08-31,0.012868116971709087
2010-09-30,7.329740860728684e-05
2010-10-31,0.0015227257124870164
2010-11-30,-0.00834916308442768
2010-12-31,-0.006754521381927114
2011-01-31,-0.0008510964240381336
2011-02-28,0.002904822702212373
2011-03-31,-0.0022306194257719625
2011-04-30,0.015674415535137598
2011-05-31,0.012398794095646037
2011-06-30,-0.004451538693976187
2011-07-31,0.016866271188814563
2011-08-31,0.015205009515484535
2011-09-30,0.007706122198737564
2011-10-31,0.0012647002390144824
2011-11-30,-0.003308844850105297
2011-12-31,0.013568388985131241
2012-01-31,0.007255496818646012
2012-02-29,-0.00013456258032518154
2012-03-31,-0.00572956605596564
2012-04-30,0.009059227580687113
2012-05-31,0.010782061184187564
2012-06-30,-0.0001975729368450807
2012-07-31,0.0136208982330146
2012-08-31,9.816540624818515e-08
2012-09-30,0.002666074009444852
2012-10-31,-0.00047180118989065267
2012-11-30,0.002706080939118838
2012-12-31,-0.002452217751231389
2013-01-31,-0.006211470253931872
2013-02-28,0.005908759506373595
2013-03-31,0.0009854738605996616
2013-04-30,0.009685030269573014
2013-05-31,-0.02001063842985462
2013-06-30,-0.0156545598117509
2013-07-31,0.002691363792787227
2013-08-31,-0.00826375556511083
2013-09-30,0.0112066472572101
2013-10-31,0.00832590163377489
2013-11-30,-0.0025063597938347337
2013-12-31,-0.005567842992093008
2014-01-31,0.015409411104646331
2014-02-28,0.003763760403469707
2014-03-31,-0.0014801575959597635
2014-04-30,0.008217083590559948
2014-05-31,0.011790203390160459
2014-06-30,-0.000575635325494761
2014-07-31,-0.0025084695630104292
2014-08-31,0.01149627879873294
2014-09-30,-0.006147973931254547
2014-10-31,0.010639833150209554
2014-11-30,0.0065701722691682285
2014-12-31,0.0014764123726791478
2015-01-31,0.02052299838938665
2015-02-28,-0.008948284710459387
2015-03-31,0.0037475171475818136
2015-04-30,-0.003227366747993732
2015-05-31,-0.004374493610940666
2015-06-30,-0.010767204354891091
2015-07-31,0.008621689947688305
2015-08-31,-0.0033586285259528115
2015-09-30,0.008114326451355236
2015-10-31,0.0006858841770251978
2015-11-30,-0.0038901677585887473
2015-12-31,-0.0019171053674924554
2016-01-31,0.012405579795466748
2016-02-29,0.008871164245921825
2016-03-31,0.008746782724741387
2016-04-30,0.0025494999456963097
2016-05-31,0.0001353914529218514
2016-06-30,0.019351365711449242
2016-07-31,0.005444664041302172
2016-08-31,-0.0021537406937663928
2016-09-30,0.0005160709537634922
2016-10-31,-0.008172040453716556
2016-11-30,-0.025654449840221583
2016-12-31,0.0025409253989150393
2017-01-31,0.0021287553050590713
2017-02-28,0.006458608843310509
2017-03-31,-0.0005530079957328793
2017-04-30,0.00907007907847146
2017-05-31,0.006871003484708371
2017-06-30,-0.00018242710137017504
2017-07-31,0.0033400983801363804
2017-08-31,0.00941276374365052
2017-09-30,-0.005715752204011437
2017-10-31,0.000978619065290065
2017-11-30,-0.0014829978331354354
2017-12-31,0.004751521523941982
2018-01-31,-0.01125052359280898
2018-02-28,-0.010086953628190454
2018-03-31,0.006711229277261088
2018-04-30,-0.009410368037403471
2018-05-31,0.006618455778827803
2018-06-30,0.001026375103643451
2018-07-31,-0.00029225564797530357
2018-08-31,0.005680322233637014
2018-09-30,-0.006197597559993939
2018-10-31,-0.006440189185338618
2018-11-30,0.007715419207402707
2018-12-31,0.01981190199113203
2019-01-31,0.00910857321966474
2019-02-28,-0.0011379792901395902
2019-03-31,0.021225875761401003
2019-04-30,-0.0020035005814321716
2019-05-31,0.019108060009972005
2019-06-30,0.010986278854368425
2019-07-31,0.001818477231017912
2019-08-31,0.027827578195106506
2019-09-30,-0.006121020261165011
2019-10-31,0.002080926153731122
2019-11-30,-0.00034553237199808073
2019-12-31,-0.00046734073778265106
2020-01-31,0.020290348359678134
2020-02-29,0.01584604789141797
2020-03-31,-0.005267816066807596
2020-04-30,0.017190571486882078
2020-05-31,0.006725921526420819
2020-06-30,0.006591151538982265
2020-07-31,0.013331374561503573
2020-08-31,-0.008235812187347813
2020-09-30,-0.0009734110844675792
2020-10-31,-0.005582687111764351
2020-11-30,0.012067484156472075
2020-12-31,0.0008574212003502613
2021-01-31,-0.00744566497570176
2021-02-28,-0.015181465550671347
2021-03-31,-0.011463218817443943
2021-04-30,0.007320147171434144
2021-05-31,0.0020382487841281716
2021-06-30,0.0082793782325572
2021-07-31,0.011165750521843432
2021-08-31,-0.0020038681171739015
2021-09-30,-0.0091719448973141
2021-10-31,-8.720832315001203e-05
2021-11-30,0.002708154581697375
2021-12-31,-0.0035871350045837413
2022-01-31,-0.019985902175694403
2022-02-28,-0.011456891890968435
2022-03-31,-0.02812167242251573
2022-04-30,-0.03805848836582815
2022-05-31,0.007605380022523089
2022-06-30,-0.015530103879021206
2022-07-31,0.025380683259190295
2022-08-31,-0.030422798180481325
2022-09-30,-0.04144998548252943
2022-10-31,-0.012784938662899537
2022-11-30,0.03808459807499154
2022-12-31,-0.008704821367362281
2023-01-31,0.03330267886862459
2023-02-28,-0.026657016706137293
2023-03-31,0.026412251894559313
2023-04-30,0.005755524219599906
2023-05-31,-0.011443385387906568
2023-06-30,-0.0036820224677440727
2023-07-31,-0.00015344726684718424
2023-08-31,-0.006313164428875195
2023-09-30,-0.025895944955600547
2023-10-31,-0.01570663445434961
2023-11-30,0.045929106038040235
2023-12-31,0.036976583529694684
2024-01-31,-0.0015113852298385133
2024-02-29,-0.014746042201970955
2024-03-31,0.009025105841255376
2024-04-30,-0.024782384007334235
2024-05-31,0.016695805973319988
2024-06-30,0.008854759023383174
2024-07-31,0.024191507347172347
2024-08-31,0.01461463662950524
2024-09-30,0.013328277203226158
2024-10-31,-0.025187441490254536
2024-11-30,0.011109916673159415
2024-12-31,-0.01693394159065076
2025-01-31,0.0051600932831887825
2025-02-28,0.022373554539148355
2025-03-31,-0.00026261685303430315
2025-04-30,0.0043104138597684916
2025-05-31,-0.0060690527033793185
2025-06-30,0.014553612776974312
2025-07-31,-0.0026394995162440926
2025-08-31,0.011903644524051016
2025-09-30,0.01126763069755543
2025-10-31,0.00615466335365733
2025-11-30,0.006057040653909551
2025-12-31,-0.00039360260766918564
